name,address,category,phone,website,rating,total_ratings,lat,lng,types,place_id
Dave's Pest Control - Lakeland,"5675 New Tampa Hwy Suite #3, Lakeland, FL 33815, USA",Pest Control,(863) 665-1500,https://www.davespestcontrol.com/pest-control-lakeland/,4.8,219,28.0329412,-82.0331233,"establishment,point_of_interest",ChIJRWs1OeI53YgRz1I_-zMDQAg
Anti-Pesto Bug Killers Inc,"2420 N Crystal Lake Dr STE 202, Lakeland, FL 33801, USA",Pest Control,(863) 393-0300,https://www.antipesto.com/lakeland-fl-pest-control,5,501,28.0283343,-81.909762,"establishment,point_of_interest",ChIJG9c27Nw_3YgRpQRuYljXuuo
Truly Nolen Pest & Termite Control,"2320 E Edgewood Dr, Lakeland, FL 33803, USA",Pest Control,(863) 683-7378,https://locations.trulynolen.com/fl/lakeland/lakeland-032.html?utm_source=local&utm_medium=organic&utm_campaign=googlemybusiness,4.7,1005,28.0138055,-81.9155095,"establishment,point_of_interest",ChIJR4O7vs043YgRhYPUu4NlSI8
HomeTeam Pest Defense,"2315 Commerce Point Dr Suite 140, Lakeland, FL 33801, USA",Pest Control,(863) 519-5029,https://pestdefense.com/lakeland/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.8,1314,28.0162914,-81.9131522,"establishment,point_of_interest",ChIJaRYRHbAW3YgRnLazzFU27Vs
All Out Pest Supply,"2120 E Edgewood Dr Suite 1, Lakeland, FL 33803, USA",Pest Control,(863) 409-2903,,4.9,18,28.0134874,-81.91985,"establishment,point_of_interest",ChIJZ1HAaKg_3YgRIhpcj-sTiP0
VPM Pest Solutions Inc,"1721 Huntington St, Lakeland, FL 33801, USA",Pest Control,(863) 206-6878,https://vpmpestsolutions.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp,5,59,28.0265517,-81.929632,"establishment,point_of_interest",ChIJx4JA9WMN3YgRC-UJbch71dY
Florida Pestworx,"4237 Homewood Ln, Lakeland, FL 33811, USA",Pest Control,(863) 738-1270,http://www.flpestworx.com/,5,129,27.9414042,-82.03260399999999,"establishment,point_of_interest",ChIJSZhWofOrvW0Ri2IePE_J-IA
All Pest Off,"6901 Dove Meadow Trail, Lakeland, FL 33810, USA",Pest Control,(863) 940-4586,https://www.allpestoff.com/,4.9,129,28.1300986,-82.04014459999999,"establishment,point_of_interest",ChIJn1s7EotH3YgRzbvrsweu37o
Terminix,"3903 Industry Blvd, Lakeland, FL 33811, USA",Pest Control,(321) 732-6763,https://www.terminix.com/exterminators/fl/lakeland-25915/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=satellite_25915&utm_term=lakeland,4.9,204,27.9948115,-82.0032875,"establishment,point_of_interest",ChIJF6itVK853YgRtHL5MiWt14Q
"US Bug Squad, LLC","5337 N Socrum Loop Rd #258, Lakeland, FL 33809, USA",Pest Control,(863) 853-5000,http://www.usbugsquad.com/,4.8,188,28.1108055,-81.945247,"establishment,point_of_interest",ChIJYe5TqylB3YgRk_KWOoDyVqU
Gems Pest Supply,"2120 E Edgewood Dr, Lakeland, FL 33803, USA",Pest Control,(863) 409-2903,,4.9,8,28.0134613,-81.9199022,"establishment,point_of_interest",ChIJjWk5b6g_3YgRl10VmJAsiJ4
Revolution Pest Services,"2415 Mosswood Ln, Lakeland, FL 33801, USA",Pest Control,(863) 777-0653,http://www.facebook.com/revolutionpestservices,5,14,28.0224285,-81.91129719999999,"establishment,point_of_interest",ChIJ74yxnxRdfwsRdzP2k3vUm4M
Bee Serious Bee Removal,"122 E Main St #239, Lakeland, FL 33801, USA",Pest Control,(407) 943-4515,https://beeseriousfl.com/,4.9,51,28.0443182,-81.9564554,"establishment,point_of_interest",ChIJLzI4WbQ43YgRbiRV6DS3OiQ
Peninsular Exterminating,"2728 Industrial Park Dr, Lakeland, FL 33801, USA",Pest Control,(863) 665-4722,http://peninsularexterminating.com/,5,7,28.0239475,-81.9058147,"establishment,point_of_interest",ChIJyfof6qg_3YgRZe46UKNrDzY
Absolute Termite and Pests LLC,"1215 Baker Dr, Lakeland, FL 33810, USA",Pest Control,(863) 800-9618,http://www.absolutetermiteandpestsllc.com/,4.5,73,28.1032601,-81.9750127,"establishment,point_of_interest",ChIJ8_iXzURH3YgRENA-TKK4dM0
Country Boy Pest Control LLC.,"2103 K-Ville Ave, Auburndale, FL 33823, USA",Pest Control,(863) 356-1616,https://www.countryboypestcontrol.com/,4.9,404,28.0327722,-81.8155585,"establishment,point_of_interest",ChIJB7lVByoS3YgRV1ubSc_Twts
Futch Pest Control,"904 Demington St, Lakeland, FL 33803, USA",Pest Control,,,5,1,28.0062701,-81.94698269999999,"establishment,point_of_interest",ChIJjw4w-zI_3YgRb4TZWrEaOx8
iCi Termite & Pest Control Inc.,"3240 Recker Hwy, Winter Haven, FL 33880, USA",Termite Control,(863) 219-0998,https://www.icitermiteandpestcontrol.com/,4.9,192,28.0189831,-81.7658,"establishment,point_of_interest",ChIJhblpm90U3YgRxzYuIyG40JI
Terminix,"3891 Recker Hwy, Winter Haven, FL 33880, USA",Termite Control,(863) 240-0496,https://www.terminix.com/exterminators/fl/lakeland-2591/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=local&utm_term=lakeland,4.9,3212,28.0250829,-81.7744787,"establishment,point_of_interest",ChIJ4031DKA53YgR5hUeclA6S7o
"Total Pest Solutions, Inc.","709 Old Polk City Rd, Lake Alfred, FL 33850, USA",Termite Control,(863) 585-3636,https://totalpestsolutionsfl.com/,4.9,503,28.1732184,-81.7427953,"establishment,point_of_interest",ChIJE_SGcvFu3YgRuUsaDXg4uHA
The Other Side Pest Control,"5150 Lunn Rd, Lakeland, FL 33811, USA",Mosquito Control,(863) 688-8919,https://www.theothersidepestcontrol.com/contact-the-other-side-pest-control/,3,2,27.971857,-81.9888138,"establishment,point_of_interest",ChIJAQDv0tc73YgRGhSIf1Ba5IM
Polk County Mosquito Company,"4177 Ben Durrance Rd, Bartow, FL 33830, USA",Mosquito Control,(863) 534-7377,https://www.polk-county.net/services/mosquito-control/,0,0,27.9483344,-81.77355229999999,"establishment,local_government_office,point_of_interest",ChIJD_D7vlYR3YgRnrwNkSU2dvk
Home Protection Pest Control,"4462 Coachwood Ln, Mulberry, FL 33860, USA",Mosquito Control,(813) 757-6752,https://homepropestcontrol.com/,5,34,27.9353784,-82.0203463,"establishment,point_of_interest",ChIJw9izyac73YgRBfvAiteAAMc
Dreamers Landscape and Lawn Care Service LLC,"1241 Honeytree Ln W, Lakeland, FL 33801, USA",Landscaping,(863) 799-3494,https://dreamerslandscaping.com/,5,30,28.0289083,-81.9231755,"establishment,general_contractor,point_of_interest",ChIJO2Kf12c_3YgRSBgyp8Gyk-o
Creative Edge Outdoor Solutions,"3010 Knights Station Rd, Lakeland, FL 33810, USA",Landscaping,(863) 880-1355,https://lawncarelakelandtampaflorida.com/,4.6,136,28.0798351,-82.0072144,"establishment,general_contractor,point_of_interest",ChIJQbHhtn5A3YgRC4qC0OoadII
First Choice Lawn and Landscape LLC,"6277 Cross Creek Blvd, Lakeland, FL 33813, USA",Landscaping,(863) 581-1239,https://sites.google.com/view/firstchoicelawnandlandscapellc/home,4.8,22,27.9507732,-81.9140963,"establishment,general_contractor,point_of_interest,store",ChIJJ5Kn9TM83YgR3-7-bZt3-KI
United Lawn & Landscaping Co.,"621 Travis Cir, Lakeland, FL 33813, USA",Landscaping,(863) 409-4667,http://unitedlawnpro.com/?utm_source=gmb&utm_medium=referral,5,19,27.9781223,-81.9659832,"establishment,general_contractor,point_of_interest",ChIJuzUg2Dw53YgRp8mJNl2ph6w
Franco's Lawn & Landscaping Service,"3303 Merlot Dr, Lakeland, FL 33811, USA",Landscaping,(786) 469-1006,,4.8,106,27.9394341,-82.0126392,"establishment,point_of_interest",ChIJZ5eiWrg73YgRx8VYSD8niiE
The Lawn Butcher,"2016 Woodbriar Loop S, Lakeland, FL 33813, USA",Landscaping,(863) 399-4582,https://www.facebook.com/TheLawnButcher/,5,31,27.9913567,-81.92776669999999,"establishment,point_of_interest",ChIJOXAn6LY_3YgRjICgbLsNwmM
Gilileo's Landscaping Service,"409 Oak Trail, Lakeland, FL 33813, USA",Landscaping,(863) 254-1147,http://www.gilileoslandscapingservice.com/,4.7,49,27.9543523,-81.96066259999999,"establishment,general_contractor,point_of_interest",ChIJD5If4gI43YgRNWEZKkMlezw
EBP Landscaping,"1120 Trailsman Ln, Lakeland, FL 33809, USA",Landscaping,(407) 592-7572,https://ebplandscaping.com/,5,48,28.1882988,-81.9726943,"establishment,general_contractor,point_of_interest",ChIJ6ac57AxF3YgRgDe_IqGBA5g
Fuqua Land management LLC,"1028 Candlewood Dr, Lakeland, FL 33813, USA",Landscaping,(863) 529-6975,,5,21,27.9619219,-81.94755649999999,"establishment,general_contractor,point_of_interest",ChIJ8ZwdcP8_3YgRAQK9GYiFYLE
Total Landscape Management,"618 N Gary Rd, Lakeland, FL 33801, USA",Landscaping,(863) 413-1050,,5,2,28.0502437,-81.9364544,"establishment,general_contractor,point_of_interest",ChIJgRRKUEM_3YgRnEGmwA_S9W4
Stone & Mulch 4 All Seasons,"1061 E County Rd 540A, Lakeland, FL 33813, USA",Landscaping,(863) 647-5091,http://stonemulch4allseasons.com/,4.6,109,27.9525269,-81.946839,"establishment,general_contractor,point_of_interest,store",ChIJS6_2Hww83YgRTFwmwkuO3_o
Superior Lawn Care of Lakeland,"3225 Peacock Ln, Mulberry, FL 33860, USA",Lawn Care,(863) 354-0625,https://superiorlawncarelakeland.com/,4.8,32,27.9376869,-82.0090565,"establishment,point_of_interest",ChIJI9wz0Qs83YgR5KLDALkoiRk
LawnStarter - Lakeland,"1522 E Main St, Lakeland, FL 33801, USA",Lawn Care,(863) 695-2349,https://www.lawnstarter.com/lakeland-fl-lawn-care,4.5,113,28.0449311,-81.93412959999999,"establishment,point_of_interest",ChIJH-Hrs_w_3YgRzgFvoMtsE_A
"Chads Clean Cut Lawns, LLC.","5009 Yellowtop Loop, Lakeland, FL 33811, USA",Lawn Care,(863) 606-2633,http://chadscleancutlawns.com/,4.7,70,27.973819,-81.9944847,"establishment,general_contractor,point_of_interest",ChIJ_____4853YgRcxddg-3z-zo
Inacio’s Lawn Shrub & Tree Maintenance,"408 Hunter St, Lakeland, FL 33803, USA",Lawn Care,(810) 964-6441,,5,4,28.0303166,-81.9604921,"establishment,point_of_interest",ChIJ4-mcczQ53YgR2R_ima30gVE
Kyle Fox's Pro Cut Lawn Care Service,"5712 Lakebreeze Ave, Lakeland, FL 33809, USA",Lawn Care,(863) 825-6977,https://kylefoxlawn.com/,4.5,39,28.1175323,-81.96489489999999,"establishment,point_of_interest",ChIJE767DdpG3YgR6w7GBaUvt04
Spot On Lawn Care,"4975 Elon Crescent, Lakeland, FL 33810, USA",Lawn Care,(352) 232-8259,https://www.facebook.com/spotonlawncare863,5,15,28.1053017,-81.9835598,"establishment,point_of_interest",ChIJn2q7ZOpH3YgRHIkm5Tf9Wkg
Shipley's Landscaping LLC,"1605 S Lincoln Ave, Lakeland, FL 33803, USA",Lawn Care,(863) 800-2084,,5,4,28.0233833,-81.96561799999999,"establishment,point_of_interest",ChIJEbesppE53YgRvwhiiqx_dV8
SUN & RAIN LAWN services,"2501 W Highland St, Lakeland, FL 33815, USA",Lawn Care,(863) 617-2927,,5,17,28.0316094,-81.996326,"establishment,point_of_interest",ChIJYYDrcnc53YgRdshHtgodKlw
Hawkeye Lawn Solutions,"1057 Florida Ave S Box 2072, Lakeland, FL 33806, USA",Lawn Care,(863) 701-4771,,5,4,28.0293859,-81.9573435,"establishment,point_of_interest",ChIJp5LBXAk53YgRsYrJrJNBbv8
Earth Cutz Lawn Services LLC,"304 E Pine St #1300, Lakeland, FL 33801, USA",Lawn Care,(863) 513-5873,,4.3,4,28.0460591,-81.9548104,"establishment,point_of_interest",ChIJRyIBdG053YgRfGoKvZe8GOg
"Gargus Lawn Care,LLC","915 Providence Reserve Loop #103, Lakeland, FL 33805, USA",Lawn Mowing,(863) 272-0751,,5,3,28.0815351,-81.96801339999999,"establishment,point_of_interest",ChIJN3W89RFY7ioRddwdHdT55t0
Precision Tree and Outdoor Services,"122 E Main St #132, Lakeland, FL 33801, USA",Tree Trimming,(863) 698-3342,https://precisiontreeandoutdoor.com/lakeland-tree-service,5,129,28.0443197,-81.9564222,"establishment,point_of_interest",ChIJr-IdVAVH3YgRPaxQ_O-keR8
Tree Tune ups,"1130 N Lake Parker Ave, Lakeland, FL 33805, USA",Tree Trimming,(863) 512-1997,http://treetuneups.com/,5,120,28.0580803,-81.94167499999999,"establishment,point_of_interest",ChIJ96PAN2w_3YgR6T4NGblLg88
A Better Cut Tree Service,"1829 Jupiter St, Lakeland, FL 33801, USA",Tree Trimming,(863) 808-6441,,4.8,70,28.0198841,-81.9011652,"establishment,point_of_interest",ChIJkxEWapA_3YgRe9S6SLLuJ_s
Casma Tree Services,"412 Longfellow Blvd Unit 1, Lakeland, FL 33801, USA",Tree Trimming,(863) 934-1075,https://linktr.ee/CasmaTV,5,114,28.0424193,-81.9233687,"establishment,point_of_interest",ChIJ_Xej8PE_3YgRtPqCyhn0nys
Florida Green Lawn Tree Service,"6635 Old Rd 37, Lakeland, FL 33811, USA",Tree Trimming,(863) 513-7251,http://www.floridagreentree.com/,4.9,146,27.944827,-81.97607699999999,"establishment,general_contractor,point_of_interest",ChIJz7oB4D483YgREue7CHZQq6Y
IronHead Tree Service,"1137 Crestview Ave, Lakeland, FL 33805, USA",Tree Trimming,(863) 307-2553,https://www.ironheadtreeservice.com/,5,53,28.0583445,-81.97600249999999,"establishment,point_of_interest",ChIJxY8vpZg43YgR-jUw1MIN1mA
High View Tree Service Inc,"2859 Hickory Ridge Dr, Lakeland, FL 33813, USA",Tree Trimming,(863) 698-6061,https://treeserviceslakeland.com/,5,80,27.9521398,-81.90810599999999,"establishment,point_of_interest",ChIJO-7mtSs93YgRzWPI9i9Yzpo
Sharp Cut Tree Service,"4414 N Combee Rd, Lakeland, FL 33805, USA",Tree Trimming,(863) 666-8392,https://www.sharpcuttree.com/,4.8,46,28.0992406,-81.90623099999999,"establishment,point_of_interest",ChIJ8aDVmnk_3YgRQm_X8UNBywI
Clear Cut Tree Masters,"2219 New Jersey Rd, Lakeland, FL 33803, USA",Tree Trimming,(863) 583-2461,,5,19,28.0159103,-81.9329475,"establishment,point_of_interest",ChIJg-MyCzU53YgRQ20qIx9PMmk
Lyons Family Tree Care,"8819 Park-Byrd Rd, Lakeland, FL 33810, USA",Tree Trimming,(863) 267-5032,http://www.lyonsfamilytreecare.com/,4.5,81,28.1599007,-81.9900255,"establishment,point_of_interest",ChIJB3jcwClE3YgR5EdvQadQPFs
Tree Trimming & Removal Service,"989 E Memorial Blvd, Lakeland, FL 33801, USA",Tree Trimming,(970) 648-8484,https://lakelandtreeremovalservice.com/contact/,0,0,28.0515207,-81.9482697,"establishment,point_of_interest",ChIJeYbAk1E_3YgRAJ9BJ5YP6yw
New Breeze Tree Service,"4539 Windee Ave, Lakeland, FL 33811, USA",Tree Trimming,(863) 513-2626,https://www.newbreezetreeservice.com/,4.8,27,27.9835236,-82.0055545,"establishment,point_of_interest",ChIJbwrPS_0_3YgR9fh9s3dxTM0
Chop Chop Tree,"1345 E Gary Rd, Lakeland, FL 33801, USA",Tree Trimming,(863) 226-1663,https://www.treeserviceinlakelandfl.com/,0,0,28.0491678,-81.9375216,"establishment,general_contractor,point_of_interest",ChIJCZfoVDw_3YgRTwPJAn1yMq0
"Sykes Trees & More, Inc.","900 W Beacon Rd, Lakeland, FL 33803, USA",Tree Trimming,(863) 450-7764,http://fuquaconstruction.com/,4.3,4,28.0183422,-81.9677251,"establishment,point_of_interest",ChIJaTg9m9g43YgRb4em1GnGXj0
Central Florida Tree Care,"511 E Keysville Rd, Plant City, FL 33567, USA",Tree Removal,(863) 670-7375,http://www.centralfltree.com/,5,275,27.882347,-82.114813,"establishment,point_of_interest",ChIJjZ1e-cU93YgRRCSh5ZoioYw
"Mike's Painting, Inc.","574 Peninsular Dr, Lakeland, FL 33813, USA",Painter,(863) 701-8180,https://mikespaintinglakeland.com/,5,254,27.9416791,-81.967012,"establishment,general_contractor,painter,point_of_interest",ChIJrQBEgpE73YgRvtcfd71Zoeo
Prestige Painting,"5405 N Galloway Rd, Lakeland, FL 33810, USA",Painter,(863) 860-7458,http://prestigepaintinglakeland.com/,5,483,28.1123615,-82.0061827,"establishment,painter,point_of_interest",ChIJSYt5MK1H3YgRWtIcLsmJKCM
Lakeland Painting Company,"2250 Bella Luna Cir, Lakeland, FL 33810, USA",Painter,(863) 670-1601,http://www.lakelandpainting.com/,5,23,28.0974938,-81.99538570000001,"establishment,general_contractor,painter,point_of_interest",ChIJFQSjlSVH3YgR7xxhH9MSEAo
Omar Painting Services LLC,"6155 Florida Ave S, Lakeland, FL 33813, USA",Painter,(813) 503-5977,https://omarservices.com/,5,289,27.954283,-81.96939490000001,"establishment,painter,point_of_interest",ChIJVwuGKLo53YgRIWPnOvaF85w
Bill’s Painting,"4145 Lemon Ave SE, Lakeland, FL 33812, USA",Painter,(863) 648-9577,https://www.billspaintingflorida.com/,4.9,133,27.9660679,-81.8801175,"establishment,general_contractor,painter,point_of_interest",ChIJ7c7VgOB2FWARyajTrSWkzWg
"CertaPro Painters® of Lakeland & Winter Haven, FL","3825 Florida Ave S #2b, Lakeland, FL 33813, USA",Painter,(863) 316-3884,https://certapro.com/lakeland/?utm_source=google&utm_medium=organic&utm_campaign=gbp_click,5,40,27.9949768,-81.9578756,"establishment,painter,point_of_interest",ChIJIwdyGl053YgRsP2bcjqebkk
JC Custom Painting Services LLC,"1725 Gibsonia-Galloway Rd #50, Lakeland, FL 33810, USA",Painter,(863) 279-8222,https://www.jccustompaintingservice.com/,5,127,28.1137522,-81.9811624,"establishment,painter,point_of_interest",ChIJybtKGohH3YgRwTKc0JYCnd8
John Crouthers Painting LLC,"5313 Song Sparrow Ct, Lakeland, FL 33811, USA",Painter,(863) 838-7362,http://www.johncroutherspainting.com/,5,109,27.9708699,-82.01629849999999,"establishment,general_contractor,home_goods_store,painter,point_of_interest",ChIJOVnznxk73YgRctTgco4ZEMY
"John Locke Painting, Inc","6700 Florida Ave S STE 11, Lakeland, FL 33813, USA",Painter,(863) 647-7000,http://www.johnlockepainting.com/,4.7,131,27.9433474,-81.9716328,"establishment,point_of_interest",ChIJ2W00yfw73YgR261EMKFivPY
Pristine Remodeling and Painting,"212 E Pine St Suite 1, Lakeland, FL 33801, USA",Painter,(863) 624-8558,http://pristinefl.com/,4.9,133,28.0460872,-81.95585240000001,"establishment,general_contractor,home_goods_store,painter,point_of_interest",ChIJy4PqBPFB3YgRCW6gYFOv3bE
Quality Paint Solutions LLC,"6308 Christina Groves Cir S, Lakeland, FL 33813, USA",Painter,(813) 531-5466,https://www.qpsfl.com/,4.9,127,27.9506479,-81.8979427,"establishment,painter,point_of_interest",ChIJ2WmsJms33YgRqG-lN0aNn48
Lazaro's Painting,"511 W Patterson St, Lakeland, FL 33803, USA",Painter,(786) 333-2938,,5,15,28.0297583,-81.9615699,"establishment,general_contractor,painter,point_of_interest",ChIJOwNY54Q53YgRqRHqJ5e1s_U
TrustedBrush Painting Inc,"3903 Industry Blvd, Lakeland, FL 33811, USA",Painter,(863) 209-5771,https://www.trustedbrushpainting.com/,5,67,27.9948115,-82.0032875,"establishment,painter,point_of_interest",ChIJBeyJ4uVHY4wRNxA13JIwmFQ
Blufin Painting & Pressure Washing,"2438 Everett St, Lakeland, FL 33801, USA",Painter,(863) 398-5467,https://blufinpaintingllc.godaddysites.com/,5,43,28.0495873,-81.9104443,"establishment,general_contractor,painter,point_of_interest",ChIJSSqoSrNbUC0RcqEvLlLAXe0
Brian Rogers Painting and Pressure Washing Inc,"5714 Crafton Dr, Lakeland, FL 33809, USA",Painter,(863) 904-7135,,4.9,58,28.1179189,-81.968355,"establishment,painter,point_of_interest",ChIJxcflsfRH3YgRFCyl0O3LCzg
"JDS Home Solutions, LLC","348 Vineyard Dr, Lakeland, FL 33809, USA",House Painting,(863) 455-7955,https://jdspainting.pro/,5,20,28.1234375,-81.9499227,"establishment,painter,point_of_interest",ChIJAQAcRTJB3YgRuCoqBGuqIwM
Edgar's Extreme House Painting And Service's LLC,"2230 Tanglewood St #17, Lakeland, FL 33801, USA",House Painting,(863) 271-0558,,4.9,20,28.060497,-81.9127151,"establishment,point_of_interest",ChIJBfhVupI_3YgRNvJkyvOXu3s
Cris Paint Services LLC,"2640 Jungle St, Lakeland, FL 33801, USA",Interior Painting,(863) 852-0526,http://cris-paint-services.com/,5,9,28.0568097,-81.9066062,"establishment,point_of_interest",ChIJHZDS2ZQ_3YgRYiVTyxCOrm4
Operation Paint,"150 3rd St SW, Winter Haven, FL 33880, USA",Interior Painting,(863) 419-6071,https://operationpaint.com/,5,103,28.0206968,-81.73030159999999,"establishment,painter,point_of_interest",ChIJKUHiVux13YgRVvHxQaoSQzw
Stanley Steemer,"3920 Anchuca Dr, Lakeland, FL 33811, USA",Carpet Cleaning,(863) 709-9400,https://www.stanleysteemer.com/locations/FL/Lakeland/2000049,4.8,1686,27.9939409,-82.0450835,"establishment,general_contractor,laundry,point_of_interest",ChIJ1ylB65w53YgRvQexT5JF5zk
Steam Master Cleaning,"3512 Waterfield Pkwy, Lakeland, FL 33803, USA",Carpet Cleaning,(863) 225-9870,https://steammastercleaninglakeland.com/,5,231,28.0003009,-81.8954531,"establishment,general_contractor,laundry,point_of_interest",ChIJObIO5TQ_3YgRFazVeu7HJaA
JL Cleaning Solutions,"847 Lamp Post Ln, Lakeland, FL 33809, USA",Carpet Cleaning,(863) 640-6150,http://www.jlcleaningsolutions.com/,4.9,288,28.1326052,-81.93904979999999,"establishment,general_contractor,laundry,point_of_interest",ChIJo9gTY0dB3YgRYvdUUd0bmTc
Wright's Carpet Cleaners,"120 Lime St, Lakeland, FL 33801, USA",Carpet Cleaning,(863) 688-5812,https://www.wrightscarpetcleaners.com/,5,4,28.0407901,-81.9564322,"establishment,laundry,point_of_interest",ChIJq6qqqpo_3YgRE0i8VzUiD3c
A Action VanCola Professional Carpet Upholstery and Disaster Cleaning,"6815 Green Rd, Lakeland, FL 33810, USA",Carpet Cleaning,(863) 859-2598,https://vancolaprofessional.com/,5,160,28.1295404,-81.9855104,"establishment,laundry,point_of_interest",ChIJs9-1_O1G3YgRvvgBD8kO-_w
Steve's Carpet & Upholstery Cleaning Experts,"3130 Kathleen Rd, Lakeland, FL 33810, USA",Carpet Cleaning,(863) 563-1239,http://stevescarpetupholstery.com/,5,14,28.0813319,-81.9951565,"establishment,laundry,point_of_interest",ChIJrwieGu1H3YgRsSqTnVvaXyc
